Date,Open,High,Low,Close,Adj Close,Volume
2023-12-07,23.7,32.04,20.39,27.38,26.27,3665394
2023-12-08,20.15,30.13,20.66,30.07,21.88,2514101
2023-12-11,29.28,30.78,20.79,32.46,33.41,3330344
2023-12-12,24.28,33.58,22.06,21.11,27.42,2406150
2023-12-13,29.67,33.29,21.74,30.24,23.39,1525005
2023-12-14,29.64,30.14,22.26,22.62,27.01,4419548
2023-12-15,28.53,31.11,23.35,32.01,29.51,4543378
2023-12-18,22.94,31.16,23.69,31.47,21.07,2229458
2023-12-19,23.85,33.36,23.03,27.57,23.85,3069441
2023-12-20,28.51,30.1,24.69,29.94,31.3,2167272
2023-12-21,23.17,30.52,18.13,24.4,26.44,4109292
2023-12-22,21.69,34.0,19.37,26.6,27.65,3102146
2023-12-25,25.57,30.89,18.05,31.5,26.06,3887818
2023-12-26,29.36,33.26,22.53,26.43,20.61,3166452
2023-12-27,26.96,31.19,24.29,25.01,22.32,3403245
2023-12-28,25.7,30.5,19.7,26.92,26.24,1561693
2023-12-29,20.97,31.22,24.49,31.6,22.93,2345592
2024-01-01,26.15,33.61,18.42,24.69,20.7,4450087
2024-01-02,29.9,34.28,24.54,22.43,31.81,4693201
2024-01-03,21.4,34.15,20.46,29.97,33.74,2747378
2024-01-04,25.18,31.99,18.71,31.56,31.1,3613631
2024-01-05,28.77,33.34,21.4,21.41,31.95,2493551
2024-01-08,27.41,31.02,19.8,23.36,23.39,4973313
2024-01-09,26.97,31.47,19.99,21.99,33.45,3436831
2024-01-10,27.02,34.48,20.15,24.87,22.76,2706517
2024-01-11,23.59,30.07,23.62,26.3,33.32,4197445
2024-01-12,22.94,30.43,21.77,30.48,33.93,4148491
2024-01-15,28.09,31.04,20.18,29.12,29.96,1355054
2024-01-16,28.1,30.13,22.27,28.69,33.74,4201208
2024-01-17,28.67,30.91,23.01,24.93,27.97,4839847
2024-01-18,29.13,32.92,19.91,31.78,23.63,2255715
2024-01-19,25.11,32.11,20.89,26.6,26.12,2166670
2024-01-22,25.02,34.46,18.85,33.71,28.31,1680667
2024-01-23,27.98,34.09,19.27,28.88,21.02,3848883
2024-01-24,26.5,31.71,22.77,21.77,28.71,4681080
2024-01-25,27.02,31.3,19.27,29.47,33.74,2125424
2024-01-26,27.96,31.9,21.68,24.55,22.66,4707564
2024-01-29,28.9,32.95,22.96,29.61,31.1,2216593
2024-01-30,23.38,31.34,18.75,20.97,32.71,3014017
2024-01-31,23.76,33.12,21.97,22.45,33.21,3890060
2024-02-01,20.94,32.05,19.8,31.98,33.44,1444972
2024-02-02,25.78,32.76,24.74,23.18,27.3,4672398
2024-02-05,20.36,32.18,21.38,31.72,33.68,1442899
2024-02-06,24.66,31.47,23.64,23.91,30.6,1481215
2024-02-07,25.43,34.74,21.85,29.0,22.26,1700636
2024-02-08,22.87,33.82,18.3,29.72,26.68,2999482
2024-02-09,25.91,30.7,22.43,27.18,30.06,4630825
2024-02-12,20.31,34.34,24.66,24.27,23.46,4649244
2024-02-13,20.37,32.44,22.21,22.98,28.97,1420162
2024-02-14,28.23,34.47,23.73,20.46,29.33,2652562
2024-02-15,23.6,34.0,24.19,24.26,22.28,3867202
2024-02-16,21.27,32.13,19.6,29.14,27.91,4913397
2024-02-19,25.22,30.11,19.48,33.14,30.8,4088589
2024-02-20,27.7,31.34,22.28,32.2,26.98,2988415
2024-02-21,22.16,32.71,20.88,30.72,20.17,1045095
2024-02-22,26.23,33.17,23.88,31.04,20.13,2521722
2024-02-23,20.85,31.29,24.3,29.31,25.0,3489270
2024-02-26,20.52,30.7,20.47,23.64,32.97,2862205
2024-02-27,25.31,34.17,19.66,32.7,23.2,2962627
2024-02-28,25.41,34.92,23.46,29.39,28.88,2594874
2024-02-29,26.37,32.63,19.92,27.85,23.11,2465915
2024-03-01,27.26,30.86,23.76,21.55,24.5,1350067
2024-03-04,29.76,31.36,20.97,26.26,31.87,2706826
2024-03-05,25.16,30.09,22.67,26.45,30.2,3059385
2024-03-06,23.23,34.57,18.67,32.1,21.34,2441246
2024-03-07,27.95,30.59,22.37,27.65,26.0,4254890
2024-03-08,22.71,32.88,21.16,25.33,20.41,3480223
2024-03-11,24.39,31.37,22.11,33.68,26.73,3367322
2024-03-12,20.78,32.77,19.18,21.55,29.27,2375645
2024-03-13,20.25,33.26,23.16,25.92,21.66,4738858
2024-03-14,29.63,34.15,24.04,20.59,24.04,2344385
2024-03-15,28.36,31.03,19.52,30.36,25.57,3368573
2024-03-18,26.96,30.05,18.67,32.85,32.87,3270463
2024-03-19,24.09,30.68,18.17,23.92,33.91,3538032
2024-03-20,21.73,34.5,22.49,32.02,20.63,1834440
2024-03-21,21.56,34.37,22.25,24.09,30.65,2849691
2024-03-22,22.5,32.99,21.83,32.75,25.2,1656030
2024-03-25,25.49,33.0,19.62,30.56,25.49,4366011
2024-03-26,27.15,33.33,20.74,31.27,30.56,3770401
2024-03-27,26.6,30.88,22.16,20.25,32.86,2497404
2024-03-28,22.8,34.57,21.48,33.48,33.31,1699895
2024-03-29,29.55,32.09,24.91,30.17,28.08,3437838
2024-04-01,27.38,31.92,18.96,24.27,25.0,4462191
2024-04-02,25.54,32.59,22.87,31.61,31.03,1245144
2024-04-03,26.12,30.23,20.83,23.94,23.51,4822727
2024-04-04,24.2,30.83,21.0,32.22,27.9,2244360
2024-04-05,22.48,33.69,23.02,21.58,25.02,4031289
2024-04-08,23.56,30.41,22.85,29.85,29.19,1776505
2024-04-09,27.58,33.02,24.94,27.57,23.37,4049316
2024-04-10,20.14,31.23,18.9,21.35,22.68,3428271
2024-04-11,21.16,31.95,18.73,23.39,32.86,4308972
2024-04-12,20.46,31.44,23.07,20.17,21.43,3549565
2024-04-15,20.41,31.78,22.05,26.56,27.08,2149734
2024-04-16,28.55,33.6,19.92,24.22,23.09,4073503
2024-04-17,27.04,31.49,18.56,28.38,20.55,2846585
2024-04-18,24.74,32.83,18.6,24.16,20.5,3960883
2024-04-19,20.98,32.38,24.26,24.2,22.45,3903760
2024-04-22,24.92,33.32,19.34,30.4,32.13,2112548
2024-04-23,24.73,34.68,20.26,20.67,23.95,1906450
2024-04-24,21.73,33.66,19.59,32.64,33.31,2531583
2024-04-25,24.34,31.07,20.48,31.93,28.14,2482795
2024-04-26,23.99,30.16,18.49,29.35,26.11,1282140
2024-04-29,26.16,31.31,21.63,28.31,28.12,4770938
2024-04-30,26.35,32.98,18.47,32.49,27.23,2608795
2024-05-01,20.45,30.26,23.6,22.59,30.62,3745608
2024-05-02,23.75,32.48,19.64,21.11,23.95,2215358
2024-05-03,26.26,32.98,21.78,23.35,24.94,4268827
2024-05-06,25.03,31.67,24.16,31.12,32.52,1558981
2024-05-07,28.56,33.85,22.56,20.49,33.25,3043321
2024-05-08,26.59,30.53,21.73,28.16,32.5,1108944
2024-05-09,21.63,30.38,20.27,33.94,25.87,2797519
2024-05-10,20.71,33.64,20.33,31.98,30.93,4877590
2024-05-13,26.42,32.48,22.69,27.3,26.67,4949534
2024-05-14,20.27,33.44,24.96,20.89,26.97,3042754
2024-05-15,25.86,32.17,22.63,31.64,22.87,3344724
2024-05-16,29.4,31.23,21.9,28.39,28.28,4489343
2024-05-17,25.75,34.1,23.11,21.61,22.61,4715929
2024-05-20,23.88,34.0,21.26,21.31,24.64,2958691
2024-05-21,26.43,33.47,18.42,32.73,31.97,1197097
2024-05-22,24.58,31.36,21.94,29.37,22.9,3928100
2024-05-23,25.46,32.95,24.7,31.61,21.0,3709236
2024-05-24,29.41,31.8,19.23,32.31,20.97,3385365
2024-05-27,23.86,30.46,22.83,28.0,33.17,2953341
2024-05-28,29.61,34.59,19.41,27.24,27.1,1973737
2024-05-29,29.05,30.68,21.75,26.03,25.73,2133387
2024-05-30,21.96,34.75,18.68,24.44,31.35,2238697
2024-05-31,20.69,32.23,21.15,26.08,31.7,4902908
2024-06-03,21.01,30.93,23.29,30.83,24.65,3477324
2024-06-04,20.18,32.71,20.43,28.43,29.71,4709194
2024-06-05,20.94,34.36,22.65,32.5,30.8,2867829
2024-06-06,26.83,33.66,23.57,26.21,29.17,3017807
2024-06-07,20.71,34.03,24.49,28.5,22.12,1454151
2024-06-10,23.19,33.29,19.64,28.84,32.26,3638439
2024-06-11,28.45,33.46,20.8,28.28,27.55,2504314
2024-06-12,20.23,34.25,19.07,29.84,23.95,4446584
2024-06-13,28.14,31.25,24.95,23.32,25.95,2244199
2024-06-14,22.82,32.45,24.49,27.17,20.53,1695532
2024-06-17,21.18,31.11,21.78,21.46,21.79,1295866
2024-06-18,26.97,34.94,23.89,25.38,30.72,1797057
2024-06-19,26.29,34.72,21.65,26.83,20.0,1198237
2024-06-20,28.77,30.2,22.37,29.13,25.83,3042589
2024-06-21,27.35,33.53,18.62,33.31,27.32,3628299
2024-06-24,28.03,34.63,23.29,28.41,20.76,4056265
2024-06-25,22.82,30.9,18.89,30.41,33.62,1960811
2024-06-26,21.77,32.84,23.78,27.09,23.17,3732426
2024-06-27,27.51,34.58,23.47,28.88,24.26,2805518
2024-06-28,28.07,30.17,22.96,20.99,24.26,2332559
2024-07-01,29.91,33.49,18.25,23.56,23.23,4435088
2024-07-02,24.13,31.49,20.12,25.07,20.02,3936537
2024-07-03,23.72,34.62,19.84,26.61,30.21,4623425
2024-07-04,27.76,34.86,20.52,20.64,33.54,4599537
2024-07-05,23.41,34.72,18.61,21.96,23.14,3146674
2024-07-08,29.31,32.37,24.56,23.88,29.28,3327385
2024-07-09,28.58,34.31,21.88,33.6,30.39,3495254
2024-07-10,24.29,34.22,20.14,24.64,31.88,2421969
2024-07-11,27.51,31.6,20.78,26.75,25.92,3104637
2024-07-12,27.55,34.14,21.13,22.75,24.24,2473247
2024-07-15,21.03,30.19,22.2,28.55,24.55,2815920
2024-07-16,29.03,32.98,21.61,23.93,29.98,2982847
2024-07-17,25.05,31.15,24.44,22.9,31.43,3209853
2024-07-18,28.26,30.6,21.48,27.23,22.54,1207352
2024-07-19,23.2,30.38,24.95,20.08,25.19,2675502
2024-07-22,28.96,33.48,23.96,20.11,32.63,1184514
2024-07-23,23.89,31.7,19.46,23.07,31.29,3542245
2024-07-24,20.11,33.62,24.51,20.51,33.79,1798658
2024-07-25,29.05,30.33,18.81,21.51,30.56,3714845
2024-07-26,20.91,31.58,23.72,24.74,25.5,2857596
2024-07-29,23.19,32.7,20.66,31.24,28.27,2258624
2024-07-30,29.5,33.95,24.15,28.01,29.25,2735645
2024-07-31,29.51,31.59,24.08,27.18,21.1,4102687
2024-08-01,25.73,33.13,23.64,24.11,27.62,3134171
2024-08-02,26.32,34.43,23.53,33.04,29.93,1962452
2024-08-05,24.48,33.08,20.13,25.56,22.34,2310073
2024-08-06,22.93,31.16,18.57,21.22,30.93,1589421
2024-08-07,23.29,30.12,20.82,28.64,28.17,2770394
2024-08-08,26.73,34.35,19.21,21.59,33.33,3476899
2024-08-09,27.52,30.11,22.86,24.83,20.59,3255750
2024-08-12,27.92,34.37,20.42,27.1,23.71,3750025
2024-08-13,27.9,32.64,24.83,32.24,28.42,4591142
2024-08-14,20.91,34.7,22.49,26.91,24.15,2818036
2024-08-15,24.94,33.99,23.76,29.83,30.0,3089934
2024-08-16,20.58,34.99,18.93,33.9,30.63,2541326
2024-08-19,25.5,31.75,24.03,21.84,21.44,3926979
2024-08-20,24.42,33.84,24.46,23.85,27.19,3514399
2024-08-21,28.88,32.01,21.41,25.52,27.12,1468758
2024-08-22,23.51,32.4,22.24,25.91,25.17,4795830
2024-08-23,21.17,33.14,23.35,25.75,33.06,1955205
2024-08-26,21.43,34.37,19.22,32.71,31.59,3471895
2024-08-27,27.62,34.92,21.52,30.0,29.76,3123091
2024-08-28,26.18,33.84,20.79,28.51,30.0,1966649
2024-08-29,21.01,32.09,19.02,24.33,26.46,4034980
2024-08-30,20.84,32.11,20.57,31.53,32.89,4299667
2024-09-02,27.01,33.69,18.48,33.37,29.72,1786635
2024-09-03,20.73,31.19,18.18,31.5,30.21,1934048
2024-09-04,28.22,30.55,18.95,20.02,32.06,4030555
2024-09-05,27.06,31.77,24.74,28.91,23.84,2864071
2024-09-06,20.81,31.44,21.85,20.72,31.3,4760896
2024-09-09,20.85,31.48,24.76,23.61,22.73,1528036
2024-09-10,29.87,31.17,21.03,20.83,24.83,4381822
2024-09-11,23.74,30.21,20.18,28.45,24.7,2427989
2024-09-12,23.71,30.09,21.54,29.61,33.7,3032709
2024-09-13,28.13,34.94,21.08,21.6,31.99,1867196
2024-09-16,29.47,32.14,18.74,25.37,29.82,2200532
2024-09-17,29.86,31.92,22.49,26.39,30.18,4301983
2024-09-18,27.53,33.4,19.51,25.17,27.87,1999074
2024-09-19,23.76,31.09,22.34,21.69,33.26,1464462
2024-09-20,20.84,34.75,22.55,25.87,26.95,3991620
